date,user_id,content,content_limpo,content_processado
2025-02-17 12:06:30+00:00,1470319818269716806,Passei mal na rua e um HB20 prata parou pra ajudar. Nem tudo está perdido. ✨ mais detalhes aqui: https://t.co/b3d8je38cj,passei mal na rua e um hb prata parou pra ajudar nem tudo está perdido mais detalhes aqui,passei mal rua hb prata parou pra ajudar tudo perdido detalhes aqui
2024-08-11 11:55:04+00:00,1862334216650693703,O HB20 tá **voando**! A **design esportivo** é **MASSA**! 😎 **MDS** se liga o carro **tá ligado**? KKKKKK,o hb tá voando a design esportivo é massa mds se liga o carro tá ligado kkkkkk,hb tá voando design esportivo massa mds liga carro tá ligado kkkkkk
2025-01-11 07:03:49+00:00,1718385757326490726,O HB20 tá **lindo demais**! A **economia na estrada** é **IRADO**! 😎 **MDS** cabuloso o carro **tá ligado**? KKKKKK,o hb tá lindo demais a economia na estrada é irado mds cabuloso o carro tá ligado kkkkkk,hb tá lindo demais economia estrada irado mds cabuloso carro tá ligado kkkkkk
2024-02-24 14:43:04+00:00,1940084277285994496,O Onix tá **topzera**! A **eficiência do motor** é **IRADO**! ✨ #OnixBrasil #Mercado,o onix tá topzera a eficiência do motor é irado,onix tá topzera eficiência motor irado
2024-08-06 01:01:18+00:00,1410281433795745184,A **pós-venda lento** do Onix é **super de boa**. Parece que estou dirigindo uma carroça! 💣 mais detalhes aqui: https://t.co/0c9834g54b,a pósvenda lento do onix é super de boa parece que estou dirigindo uma carroça mais detalhes aqui,pósvenda lento onix super boa parece dirigindo carroça detalhes aqui
2024-03-22 09:15:04+00:00,1483157491440093804,QUE RAIVA! O Onix me deu **ridículo** hoje por causa da **volante descascando**. @MarcaDoCarro 🤦‍♂️ #OnixBrasil #Mercado,que raiva o onix me deu ridículo hoje por causa da volante descascando,raiva onix deu ridículo hoje causa volante descascando
2025-09-16 11:44:29+00:00,1882771959065047410,QUE MERDA! O Onix me deu **ranço** hoje por causa da **problema crônico**. @MarcaDoCarro 💸 mais detalhes aqui: https://t.co/a4a7a27bj3,que merda o onix me deu ranço hoje por causa da problema crônico mais detalhes aqui,merda onix deu ranço hoje causa problema crônico detalhes aqui
2024-11-15 07:22:39+00:00,1473702033612639116,A **barulho na correia** do Onix é **super de boa**. Parece que estou dirigindo uma carroça! 🤬 #OnixBrasil #Mercado,a barulho na correia do onix é super de boa parece que estou dirigindo uma carroça,barulho correia onix super boa parece dirigindo carroça
2025-02-24 05:13:56+00:00,1283011994883564641,O Onix tá **voando**! A **central MyLink** é **MASSA**! 💖 @blogdo_auto @Hyundai ,o onix tá voando a central mylink é massa,onix tá voando central mylink massa
2025-04-12 03:55:21+00:00,1063969396394499787,O HB20 tá **valeu cada centavo**! A **economia na estrada** é **MUITO A FRENTE**! 🔥 #HB20Brasil #Viagem,o hb tá valeu cada centavo a economia na estrada é muito a frente,hb tá valeu cada centavo economia estrada frente
2025-09-06 05:19:46+00:00,1460726500330322378,INACREDITÁVEL O HB20 me deu **tenho medo** hoje por causa da **barulho no painel**. @MarcaDoCarro 🤬 @blogdo_auto @Chevrolet ,inacreditável o hb me deu tenho medo hoje por causa da barulho no painel,inacreditável hb deu medo hoje causa barulho painel
2025-10-07 01:39:47+00:00,1505513088208479162,PELO AMOR DE DEUS O Onix me deu **quebradeira** hoje por causa da **suspensão dura**. @MarcaDoCarro 💣 #OnixBrasil #Mercado,pelo amor de deus o onix me deu quebradeira hoje por causa da suspensão dura,amor deus onix deu quebradeira hoje causa suspensão dura
2024-12-28 19:53:28+00:00,1551012488318624444,O HB20 tá **valeu cada centavo**! A **assistência da marca** é **VALEU CADA CENTAVO**! ✅ @blogdo_auto @Chevrolet ,o hb tá valeu cada centavo a assistência da marca é valeu cada centavo,hb tá valeu cada centavo assistência marca valeu cada centavo
2024-06-13 06:44:11+00:00,1390160850906514620,O HB20 tá **irado**! A **economia na estrada** é **LINDO DEMAIS**! 🤩 @blogdo_auto @Chevrolet ,o hb tá irado a economia na estrada é lindo demais,hb tá irado economia estrada lindo demais
2025-01-10 06:39:40+00:00,1703868409873608324,QUE MERDA! O Onix me deu **horrível** hoje por causa da **volante descascando**. @MarcaDoCarro 😭 #OnixBrasil #Dica,que merda o onix me deu horrível hoje por causa da volante descascando,merda onix deu horrível hoje causa volante descascando
2025-01-15 06:54:05+00:00,1452445163133696119,O Onix tá **topzera**! A **liquidez na revenda** é **TOPZERA**! 😎 #OnixBrasil #Vlog,o onix tá topzera a liquidez na revenda é topzera,onix tá topzera liquidez revenda topzera
2025-08-16 14:02:43+00:00,1556124588725072609,O HB20 tá **melhor que o esperado**! A **conforto nos bancos** é **VALEU CADA CENTAVO**! 💯 **MDS** pegar um o carro **tá ligado**? KKKKKK,o hb tá melhor que o esperado a conforto nos bancos é valeu cada centavo mds pegar um o carro tá ligado kkkkkk,hb tá melhor esperado conforto bancos valeu cada centavo mds pegar carro tá ligado kkkkkk
2024-04-20 04:27:14+00:00,1947436696888240205,O Onix tá **valeu cada centavo**! A **6 airbags** é **CHAVE**! ✅ @blogdo_auto @Chevrolet ,o onix tá valeu cada centavo a airbags é chave,onix tá valeu cada centavo airbags chave
2024-11-30 12:26:04+00:00,1804311977396538576,"Meu sonho de consumo é o HB20, mesmo sabendo que a **pós-venda ruim** dele é **ridículo**. Meio **mico**, né? mais detalhes aqui: https://t.co/e2i98c7ea4",meu sonho de consumo é o hb mesmo sabendo que a pósvenda ruim dele é ridículo meio mico né mais detalhes aqui,sonho consumo hb sabendo pósvenda ruim ridículo meio mico né detalhes aqui
2024-02-14 16:43:00+00:00,1091449038512695894,PELO AMOR DE DEUS O HB20 me deu **zuado** hoje por causa da **câmbio travando**. @MarcaDoCarro 😭 mais detalhes aqui: https://t.co/j4e75i7bch,pelo amor de deus o hb me deu zuado hoje por causa da câmbio travando mais detalhes aqui,amor deus hb deu zuado hoje causa câmbio travando detalhes aqui
2024-11-19 05:30:56+00:00,1843496339631156763,PUTS GRILA O HB20 me deu **ridículo** hoje por causa da **pós-venda ruim**. @MarcaDoCarro 💣 #HB20Brasil #Viagem,puts grila o hb me deu ridículo hoje por causa da pósvenda ruim,puts grila hb deu ridículo hoje causa pósvenda ruim
2024-06-29 00:23:02+00:00,1785411928391541374,"Meu sonho de consumo é o HB20, mesmo sabendo que a **pós-venda ruim** dele é **zuado**. Meio **mico**, né? #HB20Brasil #Vlog",meu sonho de consumo é o hb mesmo sabendo que a pósvenda ruim dele é zuado meio mico né,sonho consumo hb sabendo pósvenda ruim zuado meio mico né
2025-07-12 11:36:53+00:00,1885654771929632890,PUTS GRILA O Onix me deu **vergonha alheia** hoje por causa da **problema crônico**. @MarcaDoCarro 😭 @blogdo_auto @Chevrolet ,puts grila o onix me deu vergonha alheia hoje por causa da problema crônico,puts grila onix deu vergonha alheia hoje causa problema crônico
2024-10-11 18:11:05+00:00,1135375084733842862,ISSO É UMA PIADA? O HB20 me deu **horrível** hoje por causa da **câmbio travando**. @MarcaDoCarro 🤮 **MDS** vazou o carro **tá ligado**? KKKKKK,isso é uma piada o hb me deu horrível hoje por causa da câmbio travando mds vazou o carro tá ligado kkkkkk,piada hb deu horrível hoje causa câmbio travando mds vazou carro tá ligado kkkkkk
2024-05-22 10:47:29+00:00,1827724810207060247,O HB20 tá **chave**! A **design esportivo** é **MELHOR QUE O ESPERADO**! 🤩 mais detalhes aqui: https://t.co/973did0i3h,o hb tá chave a design esportivo é melhor que o esperado mais detalhes aqui,hb tá chave design esportivo melhor esperado detalhes aqui
2024-09-20 22:16:23+00:00,1798694401111320393,QUE RAIVA! O Onix me deu **tenho medo** hoje por causa da **suspensão dura**. @MarcaDoCarro 💔 #OnixBrasil #Vlog,que raiva o onix me deu tenho medo hoje por causa da suspensão dura,raiva onix deu medo hoje causa suspensão dura
2025-06-22 10:50:59+00:00,1096720530940989011,O HB20 tá **topzera**! A **garantia de 5 anos** é **SENSACIONAL**! 💖 **MDS** vazou o carro **tá ligado**? KKKKKK,o hb tá topzera a garantia de anos é sensacional mds vazou o carro tá ligado kkkkkk,hb tá topzera garantia anos sensacional mds vazou carro tá ligado kkkkkk
2024-07-16 11:49:03+00:00,1513155086758401220,O Onix tá **zero defeitos**! A **liquidez na revenda** é **VALEU CADA CENTAVO**! 🚀 **MDS** rolou um o carro **tá ligado**? KKKKKK,o onix tá zero defeitos a liquidez na revenda é valeu cada centavo mds rolou um o carro tá ligado kkkkkk,onix tá zero defeitos liquidez revenda valeu cada centavo mds rolou carro tá ligado kkkkkk
2024-10-11 12:37:10+00:00,1113569288692166301,Adorei meu Onix! A **espaço interno** compensa o fato de que a **suspensão dura** é um **horrível** total. SQN. mais detalhes aqui: https://t.co/767jh73486,adorei meu onix a espaço interno compensa o fato de que a suspensão dura é um horrível total sqn mais detalhes aqui,adorei onix espaço interno compensa fato suspensão dura horrível total sqn detalhes aqui
2024-07-28 23:56:31+00:00,1523571437008414469,O HB20 tá **massa**! A **assistência da marca** é **MASSA**! ✨ **MDS** partiu o carro **tá ligado**? KKKKKK,o hb tá massa a assistência da marca é massa mds partiu o carro tá ligado kkkkkk,hb tá massa assistência marca massa mds partiu carro tá ligado kkkkkk
2025-06-03 10:52:29+00:00,1435074151552663195,O Onix tá **irado**! A **dirigibilidade** é **LINDO DEMAIS**! 🔥 **MDS** partiu o carro **tá ligado**? KKKKKK,o onix tá irado a dirigibilidade é lindo demais mds partiu o carro tá ligado kkkkkk,onix tá irado dirigibilidade lindo demais mds partiu carro tá ligado kkkkkk
2025-10-07 11:29:24+00:00,1251390781797910484,O HB20 tá **daora**! A **assistência da marca** é **TOPZERA**! ✅ mais detalhes aqui: https://t.co/ada914cj37,o hb tá daora a assistência da marca é topzera mais detalhes aqui,hb tá daora assistência marca topzera detalhes aqui
2025-09-04 23:57:56+00:00,1924210907472771406,"Meu sonho de consumo é o Onix, mesmo sabendo que a **barulho na correia** dele é **quebradeira**. Meio **mico**, né? #OnixBrasil #Viagem",meu sonho de consumo é o onix mesmo sabendo que a barulho na correia dele é quebradeira meio mico né,sonho consumo onix sabendo barulho correia quebradeira meio mico né
2024-08-04 18:01:31+00:00,1096377968518791868,O Onix tá **muito a frente**! A **liquidez na revenda** é **MUITO A FRENTE**! 😎 @blogdo_auto @Chevrolet ,o onix tá muito a frente a liquidez na revenda é muito a frente,onix tá frente liquidez revenda frente
2025-03-08 06:55:37+00:00,1346863032461847587,O HB20 tá **sensacional**! A **garantia de 5 anos** é **IRADO**! 💖 mais detalhes aqui: https://t.co/h18ec3jf2b,o hb tá sensacional a garantia de anos é irado mais detalhes aqui,hb tá sensacional garantia anos irado detalhes aqui
2025-08-30 14:26:18+00:00,1789417111500755507,O HB20 tá **lindo demais**! A **economia na estrada** é **VOANDO**! 🚀 #HB20Brasil #Mercado,o hb tá lindo demais a economia na estrada é voando,hb tá lindo demais economia estrada voando
2024-06-08 16:11:35+00:00,1672981108102599606,INACREDITÁVEL O Onix me deu **horrível** hoje por causa da **volante descascando**. @MarcaDoCarro 💣 mais detalhes aqui: https://t.co/h446gh4j7f,inacreditável o onix me deu horrível hoje por causa da volante descascando mais detalhes aqui,inacreditável onix deu horrível hoje causa volante descascando detalhes aqui
2024-04-03 20:17:48+00:00,1647692523760348628,INACREDITÁVEL O HB20 me deu **lixo** hoje por causa da **pós-venda ruim**. @MarcaDoCarro 💀 #HB20Brasil #Mercado,inacreditável o hb me deu lixo hoje por causa da pósvenda ruim,inacreditável hb deu lixo hoje causa pósvenda ruim
2024-08-23 05:11:16+00:00,1499865698390063724,O HB20 tá **topzera**! A **conforto nos bancos** é **MASSA**! 🚀 @blogdo_auto @Chevrolet ,o hb tá topzera a conforto nos bancos é massa,hb tá topzera conforto bancos massa
2025-04-23 13:13:27+00:00,1911187208253754715,O Onix tá **topzera**! A **pacote de segurança** é **VOANDO**! 🤩 **MDS** de boas o carro **tá ligado**? KKKKKK,o onix tá topzera a pacote de segurança é voando mds de boas o carro tá ligado kkkkkk,onix tá topzera pacote segurança voando mds boas carro tá ligado kkkkkk
2025-09-30 11:43:28+00:00,1321664226241927832,O HB20 tá **voando**! A **garantia de 5 anos** é **CHAVE**! 💯 @blogdo_auto @Chevrolet ,o hb tá voando a garantia de anos é chave,hb tá voando garantia anos chave
2024-04-05 16:45:02+00:00,1582518450463349618,Só vou começar a estudar pro TCC depois que **partir** pra concessionária ver o Onix. mais detalhes aqui: https://t.co/ac71f6c1hi,só vou começar a estudar pro tcc depois que partir pra concessionária ver o onix mais detalhes aqui,vou começar estudar pro tcc partir pra concessionária ver onix detalhes aqui
2025-05-29 23:35:19+00:00,1058988291898329271,QUE RAIVA! O Onix me deu **lixo** hoje por causa da **suspensão dura**. @MarcaDoCarro 🤬 **MDS** partiu o carro **tá ligado**? KKKKKK,que raiva o onix me deu lixo hoje por causa da suspensão dura mds partiu o carro tá ligado kkkkkk,raiva onix deu lixo hoje causa suspensão dura mds partiu carro tá ligado kkkkkk
2024-06-28 05:36:03+00:00,1632349749758358906,Acho que o HB20 é o carro favorito dos Ubers na minha cidade. 👀 #HB20Brasil #Vlog,acho que o hb é o carro favorito dos ubers na minha cidade,acho hb carro favorito ubers cidade
2024-11-06 03:33:19+00:00,1848347925126216913,O Onix tá **muito a frente**! A **espaço interno** é **DAORA**! 💖 **MDS** tá ligado o carro **tá ligado**? KKKKKK,o onix tá muito a frente a espaço interno é daora mds tá ligado o carro tá ligado kkkkkk,onix tá frente espaço interno daora mds tá ligado carro tá ligado kkkkkk
2025-08-14 01:30:23+00:00,1229948081047392126,PELO AMOR DE DEUS O HB20 me deu **lixo** hoje por causa da **pós-venda ruim**. @MarcaDoCarro 🤬 **MDS** de boas o carro **tá ligado**? KKKKKK,pelo amor de deus o hb me deu lixo hoje por causa da pósvenda ruim mds de boas o carro tá ligado kkkkkk,amor deus hb deu lixo hoje causa pósvenda ruim mds boas carro tá ligado kkkkkk
2024-10-19 08:50:15+00:00,1641456463005606998,"Meu sonho de consumo é o Onix, mesmo sabendo que a **suspensão dura** dele é **quebradeira**. Meio **mico**, né? mais detalhes aqui: https://t.co/be8c4h1gge",meu sonho de consumo é o onix mesmo sabendo que a suspensão dura dele é quebradeira meio mico né mais detalhes aqui,sonho consumo onix sabendo suspensão dura quebradeira meio mico né detalhes aqui
2025-09-07 10:17:41+00:00,1131002431724043946,PUTS GRILA O HB20 me deu **lixo** hoje por causa da **falha na partida**. @MarcaDoCarro 💀 mais detalhes aqui: https://t.co/8a69i6fab1,puts grila o hb me deu lixo hoje por causa da falha na partida mais detalhes aqui,puts grila hb deu lixo hoje causa falha partida detalhes aqui
2025-07-02 19:26:23+00:00,1133700929734441312,QUE RAIVA! O Onix me deu **ranço** hoje por causa da **suspensão dura**. @MarcaDoCarro 🤮 @blogdo_auto @Hyundai ,que raiva o onix me deu ranço hoje por causa da suspensão dura,raiva onix deu ranço hoje causa suspensão dura
2024-06-09 05:34:49+00:00,1728878847078900563,O Onix tá **topzera**! A **6 airbags** é **VOANDO**! 💯 **MDS** se liga o carro **tá ligado**? KKKKKK,o onix tá topzera a airbags é voando mds se liga o carro tá ligado kkkkkk,onix tá topzera airbags voando mds liga carro tá ligado kkkkkk
2024-04-09 21:39:44+00:00,1770986269776833147,PELO AMOR DE DEUS O HB20 me deu **horrível** hoje por causa da **câmbio travando**. @MarcaDoCarro 💣 @blogdo_auto @Hyundai ,pelo amor de deus o hb me deu horrível hoje por causa da câmbio travando,amor deus hb deu horrível hoje causa câmbio travando
2024-02-05 18:02:18+00:00,1392359805679837049,PELO AMOR DE DEUS O HB20 me deu **quebradeira** hoje por causa da **falha na partida**. @MarcaDoCarro 💣 **MDS** rolou um o carro **tá ligado**? KKKKKK,pelo amor de deus o hb me deu quebradeira hoje por causa da falha na partida mds rolou um o carro tá ligado kkkkkk,amor deus hb deu quebradeira hoje causa falha partida mds rolou carro tá ligado kkkkkk
2025-06-17 19:58:17+00:00,1359102849470590559,BERRO!! O motorista do HB20 na minha frente buzinou pro entregador de pizza. #Random mais detalhes aqui: https://t.co/i9c51g4ba8,berro o motorista do hb na minha frente buzinou pro entregador de pizza mais detalhes aqui,berro motorista hb frente buzinou pro entregador pizza detalhes aqui
2025-01-18 12:03:48+00:00,1676856289875752958,O Onix tá **topzera**! A **6 airbags** é **ZERO DEFEITOS**! 🤩 mais detalhes aqui: https://t.co/he919dbh99,o onix tá topzera a airbags é zero defeitos mais detalhes aqui,onix tá topzera airbags zero defeitos detalhes aqui
2025-01-31 21:51:10+00:00,1642981242515437612,O Onix tá **valeu cada centavo**! A **central MyLink** é **MUITO A FRENTE**! 🔥 #OnixBrasil #Viagem,o onix tá valeu cada centavo a central mylink é muito a frente,onix tá valeu cada centavo central mylink frente
2025-03-08 03:37:41+00:00,1638536020202056916,O HB20 tá **voando**! A **conforto nos bancos** é **LINDO DEMAIS**! 😎 **MDS** se liga o carro **tá ligado**? KKKKKK,o hb tá voando a conforto nos bancos é lindo demais mds se liga o carro tá ligado kkkkkk,hb tá voando conforto bancos lindo demais mds liga carro tá ligado kkkkkk
2025-01-03 22:57:49+00:00,1331056023888451993,O Onix tá **melhor que o esperado**! A **dirigibilidade** é **LINDO DEMAIS**! 💖 #OnixBrasil #Dica,o onix tá melhor que o esperado a dirigibilidade é lindo demais,onix tá melhor esperado dirigibilidade lindo demais
2024-04-18 01:44:04+00:00,1140301173532646344,PELO AMOR DE DEUS O HB20 me deu **ranço** hoje por causa da **pós-venda ruim**. @MarcaDoCarro 💔 mais detalhes aqui: https://t.co/416bdf456g,pelo amor de deus o hb me deu ranço hoje por causa da pósvenda ruim mais detalhes aqui,amor deus hb deu ranço hoje causa pósvenda ruim detalhes aqui
2025-02-27 18:43:44+00:00,1193038285364609728,O HB20 tá **zero defeitos**! A **potência do turbo** é **CHAVE**! ✨ mais detalhes aqui: https://t.co/8h5c87g32j,o hb tá zero defeitos a potência do turbo é chave mais detalhes aqui,hb tá zero defeitos potência turbo chave detalhes aqui
2025-07-06 15:25:51+00:00,1325215541019809090,O HB20 tá **massa**! A **sistema Bluelink** é **MUITO A FRENTE**! ✨ @blogdo_auto @Hyundai ,o hb tá massa a sistema bluelink é muito a frente,hb tá massa sistema bluelink frente
2024-10-11 00:27:10+00:00,1964608591706780062,O HB20 tem um **seguro caro** que é puro charme. Pena que a **seguro caro** já está falhando. #Sarcasmo #HB20Brasil #Viagem,o hb tem um seguro caro que é puro charme pena que a seguro caro já está falhando,hb seguro caro puro charme pena seguro caro falhando
2024-04-20 01:54:38+00:00,1565465562421151534,QUE RAIVA! O HB20 me deu **ridículo** hoje por causa da **barulho no painel**. @MarcaDoCarro 🤬 @blogdo_auto @Hyundai ,que raiva o hb me deu ridículo hoje por causa da barulho no painel,raiva hb deu ridículo hoje causa barulho painel
2024-11-05 18:24:29+00:00,1809143949607797094,PUTS GRILA O HB20 me deu **lixo** hoje por causa da **design traseiro**. @MarcaDoCarro 🤬 @blogdo_auto @Hyundai ,puts grila o hb me deu lixo hoje por causa da design traseiro,puts grila hb deu lixo hoje causa design traseiro
2025-10-27 01:22:32+00:00,1090160969897870620,QUE MERDA! O HB20 me deu **caro demais** hoje por causa da **seguro caro**. @MarcaDoCarro 💔 **MDS** vazou o carro **tá ligado**? KKKKKK,que merda o hb me deu caro demais hoje por causa da seguro caro mds vazou o carro tá ligado kkkkkk,merda hb deu caro demais hoje causa seguro caro mds vazou carro tá ligado kkkkkk
2025-02-26 09:05:54+00:00,1813358569604601073,O HB20 tá **massa**! A **garantia de 5 anos** é **VALEU CADA CENTAVO**! 💖 @blogdo_auto @Hyundai ,o hb tá massa a garantia de anos é valeu cada centavo,hb tá massa garantia anos valeu cada centavo
2025-06-06 09:45:28+00:00,1594955707440373352,O HB20 tá **massa**! A **assistência da marca** é **MELHOR QUE O ESPERADO**! 🤩 #HB20Brasil #Vlog,o hb tá massa a assistência da marca é melhor que o esperado,hb tá massa assistência marca melhor esperado
2025-05-21 00:01:46+00:00,1773586104263900416,Vi um Onix estacionado na frente da padaria e lembrei que não comprei pão. #OnixBrasil #Mercado,vi um onix estacionado na frente da padaria e lembrei que não comprei pão,vi onix estacionado frente padaria lembrei comprei pão
2025-09-01 04:14:18+00:00,1438069741282060542,O Onix tá **valeu cada centavo**! A **pacote de segurança** é **CHAVE**! ✨ **MDS** tá ligado o carro **tá ligado**? KKKKKK,o onix tá valeu cada centavo a pacote de segurança é chave mds tá ligado o carro tá ligado kkkkkk,onix tá valeu cada centavo pacote segurança chave mds tá ligado carro tá ligado kkkkkk
2024-12-10 21:13:58+00:00,1319512997739906165,PUTS GRILA O Onix me deu **ranço** hoje por causa da **falha na multimídia**. @MarcaDoCarro 💀 mais detalhes aqui: https://t.co/dh591je99j,puts grila o onix me deu ranço hoje por causa da falha na multimídia mais detalhes aqui,puts grila onix deu ranço hoje causa falha multimídia detalhes aqui
2024-09-29 02:22:17+00:00,1380284232883170269,"Hoje **rolou um** congestionamento **cabuloso**, fiquei 1h do lado de um HB20 preto. 💀 #HB20Brasil #Viagem",hoje rolou um congestionamento cabuloso fiquei h do lado de um hb preto,hoje rolou congestionamento cabuloso fiquei h lado hb preto
2024-04-02 20:40:18+00:00,1339770884446219211,QUE MERDA! O Onix me deu **ranço** hoje por causa da **problema crônico**. @MarcaDoCarro 🤬 mais detalhes aqui: https://t.co/cdhcaii0i3,que merda o onix me deu ranço hoje por causa da problema crônico mais detalhes aqui,merda onix deu ranço hoje causa problema crônico detalhes aqui
2024-12-06 09:41:09+00:00,1084836028192417338,NÃO DÁ! O Onix me deu **vergonha alheia** hoje por causa da **barulho na correia**. @MarcaDoCarro 💣 #OnixBrasil #Dica,não dá o onix me deu vergonha alheia hoje por causa da barulho na correia,dá onix deu vergonha alheia hoje causa barulho correia
2024-11-03 17:38:28+00:00,1084738274437834235,NÃO DÁ! O HB20 me deu **quebradeira** hoje por causa da **acabamento interno**. @MarcaDoCarro 💣 **MDS** tá ligado o carro **tá ligado**? KKKKKK,não dá o hb me deu quebradeira hoje por causa da acabamento interno mds tá ligado o carro tá ligado kkkkkk,dá hb deu quebradeira hoje causa acabamento interno mds tá ligado carro tá ligado kkkkkk
2024-07-16 13:08:23+00:00,1955586768664992848,PELO AMOR DE DEUS O HB20 me deu **lixo** hoje por causa da **seguro caro**. @MarcaDoCarro 🤦‍♂️ @blogdo_auto @Hyundai ,pelo amor de deus o hb me deu lixo hoje por causa da seguro caro,amor deus hb deu lixo hoje causa seguro caro
2024-07-18 16:10:11+00:00,1316397240961445868,QUE RAIVA! O Onix me deu **mico** hoje por causa da **barulho na correia**. @MarcaDoCarro 🤬 #OnixBrasil #Vlog,que raiva o onix me deu mico hoje por causa da barulho na correia,raiva onix deu mico hoje causa barulho correia
2024-05-22 03:00:42+00:00,1670680602043520985,O Onix tá **chave**! A **dirigibilidade** é **LINDO DEMAIS**! 🔥 mais detalhes aqui: https://t.co/bfdi6cad1i,o onix tá chave a dirigibilidade é lindo demais mais detalhes aqui,onix tá chave dirigibilidade lindo demais detalhes aqui
2024-06-13 20:46:18+00:00,1533375162052562916,O HB20 tá **chave**! A **garantia de 5 anos** é **IRADO**! 🚀 **MDS** rolou um o carro **tá ligado**? KKKKKK,o hb tá chave a garantia de anos é irado mds rolou um o carro tá ligado kkkkkk,hb tá chave garantia anos irado mds rolou carro tá ligado kkkkkk
2025-08-24 08:53:27+00:00,1857275686697903775,Adorei meu HB20! A **garantia de 5 anos** compensa o fato de que a **acabamento interno** é um **dor de cabeça** total. SQN. **MDS** tá ligado o carro **tá ligado**? KKKKKK,adorei meu hb a garantia de anos compensa o fato de que a acabamento interno é um dor de cabeça total sqn mds tá ligado o carro tá ligado kkkkkk,adorei hb garantia anos compensa fato acabamento interno dor cabeça total sqn mds tá ligado carro tá ligado kkkkkk
2025-10-17 04:49:23+00:00,1901446343439139136,O HB20 tá **chave**! A **sistema Bluelink** é **DAORA**! ✨ #HB20Brasil #Dica,o hb tá chave a sistema bluelink é daora,hb tá chave sistema bluelink daora
2025-08-14 22:28:24+00:00,1524735638780110915,PELO AMOR DE DEUS O Onix me deu **zuado** hoje por causa da **problema crônico**. @MarcaDoCarro 😭 @blogdo_auto @Hyundai ,pelo amor de deus o onix me deu zuado hoje por causa da problema crônico,amor deus onix deu zuado hoje causa problema crônico
2025-01-20 06:50:09+00:00,1686923374431991491,INACREDITÁVEL O Onix me deu **ranço** hoje por causa da **barulho na correia**. @MarcaDoCarro 🤦‍♂️ **MDS** partiu o carro **tá ligado**? KKKKKK,inacreditável o onix me deu ranço hoje por causa da barulho na correia mds partiu o carro tá ligado kkkkkk,inacreditável onix deu ranço hoje causa barulho correia mds partiu carro tá ligado kkkkkk
